OID_;COD_SITO;COD_PRELIEVO;SITO;FOGLIO;PARTICELLA;COMUNE;MATRICE;ANALITA;VALORE;STATO_SUPERAMENTI;RISCHIO;NRIC;UNITA_M_MANGIMI;UNITA_M_VEGETALI
10824;ID6F1P436;ID6F1P436;6;1,000000000000000;436;SUCCIVO;ERBA MEDICA;CRISENE;0,200000000000000;0,000000000000000;5;2014125560; ;ug/kg
10825;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10826;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;RAME;1,140000000000000;0,000000000000000;3;2014129429; ;mg/kg
10827;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;PIOMBO;0,460000000000000;0,000000000000000;3;2014129429; ;mg/kg
10828;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;NICHEL;0,087200000000000;0,000000000000000;3;2014129429; ;mg/kg
10829;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;MOLIBDENO;0,148000000000000;0,000000000000000;3;2014129429; ;mg/kg
10830;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;MERCURIO;0,068000000000000;0,000000000000000;3;2014129429; ;mg/kg
10831;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;MERCURIO;0,003230000000000;0,000000000000000;3;2014129429; ;mg/kg
10832;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;SOMMA EPTACLORO/EP.EPOSSIDO;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10833;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;VANADIO;0,148000000000000;0,000000000000000;3;2014129429; ;mg/kg
10834;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;HCH - GAMMA (LINDANO);0,002000000000000;0,000000000000000;3;2014129429; ;mg/kg
10835;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;ALDRIN;0,002000000000000;0,000000000000000;3;2014129429; ;mg/kg
10836;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;ALACLOR;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10837;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;4,4 DDT;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10838;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;4,4 DDE;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10839;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;4,4 DDD;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10840;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;2,4 DDT;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10841;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;MANGANESE;12,800000000000001;0,000000000000000;3;2014129429; ;mg/kg
10842;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;2,4 DDD;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
8797;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;2,4 DDD;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
8798;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PCB-28;0,500000000000000;0,000000000000000;3;2014129429; ;ng/g
8799;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PCB-101;0,500000000000000;0,000000000000000;3;2014129429; ;ng/g
8800;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PCB-138;0,500000000000000;0,000000000000000;3;2014129429; ;ng/g
8801;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PCB-153;0,500000000000000;0,000000000000000;3;2014129429; ;ng/g
8802;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PCB-180;0,500000000000000;0,000000000000000;3;2014129429; ;ng/g
8803;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;SOMMA PCB NG/G DI PRODOTTO;3,000000000000000;0,000000000000000;3;2014129429; ;ng/g
8804;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PCB-52;0,500000000000000;0,000000000000000;3;2014129429; ;ng/g
8805;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDD;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8806;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDF;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8807;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;1,2,3,4,7,8,9-H7CDF;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8808;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDD;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8809;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;TECB-81;10,000000000000000;0,000000000000000;3;2014129429; ;ng/kg
8810;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDF;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8811;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDD;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8812;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;O8CDD;0,200000000000000;0,000000000000000;3;2014129429; ;ng/kg
8813;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PECB-126;1,000000000000000;0,000000000000000;3;2014129429; ;ng/kg
8814;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PECB-123;10,000000000000000;0,000000000000000;3;2014129429; ;ng/kg
8815;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;PECB-118;100,000000000000000;0,000000000000000;3;2014129429; ;ng/kg
8816;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDF;0,100000000000000;0,000000000000000;3;2014131043; ;ng/kg
8817;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;WHO-PCDD/F+PCB-TEQ-LB;0,000300000000000;0,000000000000000;3;201489669;pg/g; 
8818;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;WHO-PCB-TEQ-UB;0,006000000000000;0,000000000000000;3;201489669;pg/g; 
8819;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;1,2,3,6,7,8-H6CDD;0,001000000000000;0,000000000000000;3;201489669;pg/g; 
8820;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;1,2,3,7,8-P5CDF;0,001000000000000;0,000000000000000;3;201489669;pg/g; 
8821;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;1,2,3,7,8-P5CDD;0,001000000000000;0,000000000000000;3;201489669;pg/g; 
8822;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;1,2,3,7,8,9-H6CDF;0,002000000000000;0,000000000000000;3;201489669;pg/g; 
8823;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;1,2,3,7,8,9-H6CDD;0,001000000000000;0,000000000000000;3;201489669;pg/g; 
8824;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;2,3,4,7,8-P5CDF;0,001000000000000;0,000000000000000;3;201489669;pg/g; 
8825;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;1,2,3,6,7,8-H6CDF;0,002000000000000;0,000000000000000;3;201489669;pg/g; 
8826;ID51F15P372;ID51F15P372;51;15,000000000000000;372;VILLA LITERNO;POMODORI;2,3,7,8-T4CDD;0,001000000000000;0,000000000000000;3;201489669;pg/g; 
8827;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;2,3,4,6,7,8-H6CDF;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8828;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;2,3,7,8-T4CDD;0,040000000000000;0,000000000000000;3;2014129429; ;ng/kg
8829;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;2,3,7,8-T4CDF;0,090000000000000;0,000000000000000;3;2014129429; ;ng/kg
8830;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDF;0,100000000000000;0,000000000000000;3;2014129429; ;ng/kg
8831;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCB-TEQ-UB;0,140000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8832;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-LB;0,010000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8833;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-LB;0,010000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8834;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-UB;0,320000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8835;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-MB;0,160000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8836;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-MB;0,090000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8837;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-UB;0,180000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
8838;ID50F15P5144;ID50F15P5144;50;15,000000000000000;5144;VILLA LITERNO;ERBA;WHO-PCB-TEQ-MB;0,070000000000000;0,000000000000000;3;2014129429; ;ng-TEQ/kg
9497;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCDD/F-TEQ-LB;0,010000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9498;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;WHO-PCDD/F+PCB-TEQ-UB;0,320000000000000;0,000000000000000;3;2014131043; ;ng-TEQ/kg
9499;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;SOMMA BAP+BAA+BBF+CRY;7,600000000000001;0,000000000000000;3;2014131043; ;ug/kg
9500;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;BENZO (A) PIRENE;0,700000000000000;0,000000000000000;3;2014131043; ;ug/kg
9501;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;BENZO(B)FLUORANTENE;0,600000000000000;0,000000000000000;3;2014131043; ;ug/kg
9502;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;BENZO (A) ANTRACENE;1,300000000000000;0,000000000000000;3;2014131043; ;ug/kg
9503;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;DIBENZO (A,H) ANTRACENE;0,200000000000000;0,000000000000000;3;2014131043; ;ug/kg
9504;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;CRISENE;5,000000000000000;0,000000000000000;3;2014131043; ;ug/kg
9505;ID51F15P370;ID51F15P370;51;15,000000000000000;370;VILLA LITERNO;ERBA;BENZO (K) FLUORANTENE;0,400000000000000;0,000000000000000;3;2014131043; ;ug/kg
9506;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;HCH - GAMMA (LINDANO);0,002000000000000;0,000000000000000;3;2014131010; ;mg/kg
9507;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;ENDOSULFAN SOLFATO;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9508;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;ENDRIN;0,002000000000000;0,000000000000000;3;2014131010; ;mg/kg
9509;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;EPTACLORO;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9510;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9511;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;EPTACLOROEPOSSIDO CIS;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9512;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;ESACLOROBENZENE;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9513;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;BENZO (K) FLUORANTENE;0,200000000000000;0,000000000000000;3;2014131251; ;ug/kg
9514;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;PECB-105;1,240000000000000;0,000000000000000;2a;2015106062;pg/g; 
9515;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,4,7,8,9-H7CDF;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9516;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,4,7,8-H6CDD;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9517;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,4,7,8-H6CDF;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9518;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,4,6,7,8-H7CDF;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9519;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,4,6,7,8-H7CDD;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9520;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,7,8,9-H6CDF;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9521;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,7,8-P5CDD;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9522;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;1,2,3,7,8-P5CDF;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9523;ID53F22P263;ID53F22P263;53;22,000000000000000;263;ACERRA;LOTI  -  CACHI;2,3,4,6,7,8-H6CDF;0,001000000000000;0,000000000000000;2a;2015106062;pg/g; 
9524;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;DELTA-HCH;0,002000000000000;0,000000000000000;3;2014131010; ;mg/kg
9525;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;BERILLIO;0,009360000000000;0,000000000000000;3;2014131010; ;mg/kg
9526;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;TRANS - CLORDANO (ISOMERO GAMMA);0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9527;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;URANIO;0,041100000000000;0,000000000000000;3;2014131010; ;mg/kg
9528;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;VANADIO;0,169000000000000;0,000000000000000;3;2014131010; ;mg/kg
9529;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;ZINCO;9,150000000000000;0,000000000000000;3;2014131010; ;mg/kg
9530;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;SELENIO;0,015800000000000;0,000000000000000;3;2014131010; ;mg/kg
9531;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;MERCURIO;0,004940000000000;0,000000000000000;3;2014131010; ;mg/kg
9532;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;MERCURIO;0,070000000000000;0,000000000000000;3;2014131010; ;mg/kg
9533;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;MOLIBDENO;0,292000000000000;0,000000000000000;3;2014131010; ;mg/kg
9534;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;NICHEL;0,101000000000000;0,000000000000000;3;2014131010; ;mg/kg
9535;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;RAME;1,310000000000000;0,000000000000000;3;2014131010; ;mg/kg
9536;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;2,4 DDE;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9537;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;SOMMA DDT/44DDE/44DDD;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9538;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;SOMMA EPTACLORO/EP.EPOSSIDO;0,001000000000000;0,000000000000000;3;2014131010; ;mg/kg
9539;ID51F15P371;ID51F15P371;51;15,000000000000000;371;VILLA LITERNO;ERBA;SOMMATORIA  HCH;0,002000000000000;0,000000000000000;3;2014131010; ;mg/kg
10181;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCDD/F+PCB-TEQ-LB;0,001000000000000;0,000000000000000;2a;201572436;pg/g; 
10182;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCDD/F+PCB-TEQ-MB;0,004000000000000;0,000000000000000;2a;201572436;pg/g; 
10183;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCDD/F+PCB-TEQ-UB;0,006000000000000;0,000000000000000;2a;201572436;pg/g; 
10184;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;PECB-105;2,500000000000000;0,000000000000000;2a;201572436;pg/g; 
10185;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCDD/F-TEQ-MB;0,002000000000000;0,000000000000000;2a;201572436;pg/g; 
10186;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCB-TEQ-UB;0,003000000000000;0,000000000000000;2a;201572436;pg/g; 
10187;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCB-TEQ-MB;0,002000000000000;0,000000000000000;2a;201572436;pg/g; 
10188;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;WHO-PCDD/F-TEQ-LB;0,001000000000000;0,000000000000000;2a;201572436;pg/g; 
10189;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;1,2,3,4,7,8-H6CDF;0,003000000000000;0,000000000000000;2a;201572436;pg/g; 
10190;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;1,2,3,4,7,8-H6CDD;0,001000000000000;0,000000000000000;2a;201572436;pg/g; 
10191;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;1,2,3,4,7,8,9-H7CDF;0,002000000000000;0,000000000000000;2a;201572436;pg/g; 
10192;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;1,2,3,4,6,7,8-H7CDD;0,019000000000000;0,000000000000000;2a;201572436;pg/g; 
10193;ID61F26P77D;ID61F26P77D;61;26,000000000000000;77D;ACERRA;PATATE;1,2,3,7,8,9-H6CDD;0,001000000000000;0,000000000000000;2a;201572436;pg/g; 
10194;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;CROMO;0,071600000000000;0,000000000000000;3;2014129429; ;mg/kg
10195;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;COBALTO;0,025900000000000;0,000000000000000;3;2014129429; ;mg/kg
10196;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;CADMIO;0,029000000000000;0,000000000000000;3;2014129429; ;mg/kg
10197;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;BERILLIO;0,006260000000000;0,000000000000000;3;2014129429; ;mg/kg
10198;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;ISODRIN;0,002000000000000;0,000000000000000;3;2014129429; ;mg/kg
10199;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDF;0,100000000000000;0,000000000000000;3;2014131251; ;ng/kg
10200;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,7,8-P5CDD;0,040000000000000;0,000000000000000;3;2014131251; ;ng/kg
10201;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDD;0,100000000000000;0,000000000000000;3;2014131251; ;ng/kg
10202;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,6,7,8-H6CDD;0,100000000000000;0,000000000000000;3;2014131251; ;ng/kg
10203;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDF;0,100000000000000;0,000000000000000;3;2014131251; ;ng/kg
10204;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,4,7,8-H6CDD;0,100000000000000;0,000000000000000;3;2014131251; ;ng/kg
10205;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,4,7,8,9-H7CDF;0,100000000000000;0,000000000000000;3;2014131251; ;ng/kg
10206;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDF;0,160000000000000;0,000000000000000;3;2014131251; ;ng/kg
10207;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,4,6,7,8-H7CDD;0,160000000000000;0,000000000000000;3;2014131251; ;ng/kg
10208;ID51F15P5212;ID51F15P5212;51;15,000000000000000;5212;VILLA LITERNO;ERBA;1,2,3,7,8,9-H6CDF;0,100000000000000;0,000000000000000;3;2014131251; ;ng/kg
10209;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;ZINCO;13,800000000000001;0,000000000000000;3;2014129700; ;mg/kg
10210;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;SELENIO;0,053700000000000;0,000000000000000;3;2014129700; ;mg/kg
10211;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;ISODRIN;0,002000000000000;0,000000000000000;3;2014129700; ;mg/kg
10212;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;MANGANESE;11,800000000000001;0,000000000000000;3;2014129700; ;mg/kg
10213;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;NICHEL;0,100000000000000;0,000000000000000;3;2014129700; ;mg/kg
10214;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;HCH - GAMMA (LINDANO);0,002000000000000;0,000000000000000;3;2014129700; ;mg/kg
10215;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;MOLIBDENO;0,201000000000000;0,000000000000000;3;2014129700; ;mg/kg
10216;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;MERCURIO;0,050000000000000;0,000000000000000;3;2014129700; ;mg/kg
10217;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;EPTACLOROEPOSSIDO CIS;0,001000000000000;0,000000000000000;3;2014129700; ;mg/kg
10218;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;4,4 DDE;0,001000000000000;0,000000000000000;3;2014129700; ;mg/kg
10219;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;EPTACLORO;0,001000000000000;0,000000000000000;3;2014129700; ;mg/kg
10220;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;EPTACLORO EPOSSIDO;0,001000000000000;0,000000000000000;3;2014129700; ;mg/kg
10221;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;HCH - BETA;0,002000000000000;0,000000000000000;3;2014129700; ;mg/kg
10222;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;HCH - ALFA;0,002000000000000;0,000000000000000;3;2014129700; ;mg/kg
10223;ID51F15P5214;ID51F15P5214;51;15,000000000000000;5214;VILLA LITERNO;ERBA;ESACLOROBENZENE;0,001000000000000;0,000000000000000;3;2014129700; ;mg/kg
10843;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;ARSENICO;0,300000000000000;0,000000000000000;3;2014129429; ;mg/kg
10844;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;2,4 DDE;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
10845;ID50F15P5142;ID50F15P5142;50;15,000000000000000;5142;VILLA LITERNO;ERBA;ENDOSULFAN SOLFATO;0,001000000000000;0,000000000000000;3;2014129429; ;mg/kg
